City,Locality,Property Type,Price,Furnishing Status,Number of Rooms,Number of Bathroom,Balcony,Clubhouse,Swimming Pool,Kids Play Areas,Parking,Area (Sq.Ft.),State,Area Type
Delhi,Mahavir Enclave 1,Residential,8500000.00,Unfurnished,2,3,Connected,0,0,0,0,450,Delhi,Plot Area
Delhi,"Sector 13, Dwarka",Residential,378000000.00,Furnished,4,3,Connected,0,0,0,0,2300,Delhi,Saleable Area
Delhi,Sector 12 Dwarka,Residential,39054790.00,Furnished,4,3,"Connected,Individual,Room-attached",0,0,0,2,2300,Delhi,Saleable Area
Delhi,Greater Kailash I,Residential,90000000.00,Semi-Furnished,4,3,Connected,0,0,0,2,2670,Delhi,Built-up Area
Delhi,Greater Kailash I,Residential,80000000.00,Semi-Furnished,4,4,Individual,0,0,0,3,2700,Delhi,Built-up Area
Delhi,Sant Nagar,Residential,19500000.00,Furnished,3,1,Connected,0,0,0,2,1803,Delhi,Built-up Area
Delhi,Sector 14 Dwarka,Residential,5000000.00,Semi-Furnished,3,2,"Individual,Room-attached",0,0,0,2,1000,Delhi,Built-up Area
Delhi,Palam,Residential,5000000.00,Semi-Furnished,2,2,"Connected,Room-attached",0,0,0,2,700,Delhi,Built-up Area
Delhi,Raj Nagar,Residential,8500000.00,Semi-Furnished,3,2,"Connected,Individual,Room-attached",0,0,0,2,900,Delhi,Built-up Area
Delhi,Sector 22 Dwarka,Residential,39000000.00,Furnished,4,3,Connected,0,0,0,2,2300,Delhi,Built-up Area
Delhi,Sarvodya Enclave,Residential,37000000.00,Unfurnished,3,3,Connected,0,0,0,2,1800,Delhi,Built-up Area
Delhi,New Ashok Nagar,Residential,6500000.00,Semi-Furnished,2,2,"Connected,Room-attached",0,0,0,2,900,Delhi,Built-up Area
Delhi,Chattarpur,Residential,4500000.00,Semi-Furnished,2,2,Room-attached,0,0,0,1,850,Delhi,Built-up Area
Delhi,Panchsheel Enclave,Residential,39054790.00,Semi-Furnished,3,3,Connected,0,0,0,2,2385,Delhi,Built-up Area
Delhi,Sector 3 Dwarka,Residential,20800000.00,Furnished,4,4,"Connected,Individual,Room-attached",0,0,0,2,2800,Delhi,Built-up Area
Delhi,Lajpat Nagar 4,Residential,55000000.00,Semi-Furnished,3,3,Room-attached,0,0,0,2,1800,Delhi,Built-up Area
Delhi,Neb Sarai,Residential,1825000.00,Semi-Furnished,1,3,Room-attached,0,0,0,2,450,Delhi,Built-up Area
Delhi,Dwarka Mor,Residential,4000000.00,Semi-Furnished,3,2,Room-attached,0,0,0,1,684,Delhi,Built-up Area
Delhi,Dwarka,Residential,11500000.00,Semi-Furnished,2,2,"Connected,Room-attached",0,0,0,2,900,Delhi,Built-up Area
Delhi,Jogabai Extension,Residential,3800000.00,Semi-Furnished,3,2,Room-attached,0,0,0,0,675,Delhi,Built-up Area
Delhi,Dwarka Mor,Residential,2500000.00,Semi-Furnished,2,1,Individual,0,0,0,2,585,Delhi,Built-up Area
Delhi,Ip Extension,Residential,11500000.00,Semi-Furnished,2,2,"Individual,Room-attached",0,0,0,1,1000,Delhi,Built-up Area
Delhi,Mahavir Enclave 1,Residential,8500000.00,Semi-Furnished,3,2,"Individual,Room-attached",0,0,0,3,1000,Delhi,Built-up Area
Delhi,East Of Kailash,Residential,40000000.00,Furnished,3,2,Connected,0,0,0,0,2034,Delhi,Built-up Area
Delhi,"Sector 2, Dwarka",Residential,4000000.00,Semi-Furnished,3,2,Connected,0,0,0,1,720,Delhi,Built-up Area
Delhi,New Rajinder Nagar,Residential,31000000.00,Semi-Furnished,3,3,"Connected,Individual,Room-attached",0,0,0,3,1152,Delhi,Built-up Area
Delhi,Dwarka Mor,Residential,2350000.00,Semi-Furnished,1,1,Room-attached,0,0,0,1,450,Delhi,Built-up Area
Delhi,Najafgarh,Residential,1365000.00,Unfurnished,2,3,Connected,0,0,0,0,585,Delhi,Plot Area
Delhi,Greater Kailash I,Residential,90000000.00,Semi-Furnished,4,3,Connected,0,0,0,2,2700,Delhi,Built-up Area
Delhi,Malviya Nagar,Residential,58000000.00,Unfurnished,4,4,Connected,1,1,1,3,4500,Delhi,Built-up Area
Delhi,Sant Nagar,Residential,19500000.00,Furnished,3,1,Connected,0,0,0,2,1807,Delhi,Built-up Area
Delhi,Anand Vihar,Residential,27500000.00,Unfurnished,4,4,"Connected,Individual,Room-attached",0,0,0,1,1800,Delhi,Built-up Area
Delhi,Lajpat Nagar ii,Residential,27500000.00,Semi-Furnished,3,3,Connected,0,0,0,2,1350,Delhi,Built-up Area
Delhi,Mahavir Enclave 1,Residential,16300000.00,Unfurnished,2,3,Connected,0,0,0,0,810,Delhi,Plot Area
Delhi,Paschim Vihar,Residential,8000000.00,Unfurnished,2,2,"Connected,Individual",0,1,1,3,756,Delhi,Built-up Area
Delhi,Jogabai Extension,Residential,4800000.00,Furnished,3,2,Room-attached,0,0,0,0,900,Delhi,Built-up Area
Delhi,Uttam Nagar West,Residential,1980000.00,Semi-Furnished,2,1,Room-attached,0,0,0,1,500,Delhi,Built-up Area
Delhi,Mahavir Enclave 1,Residential,6900000.00,Semi-Furnished,3,2,Room-attached,0,0,0,1,950,Delhi,Built-up Area
Delhi,Vasant Kunj,Residential,21000000.00,Unfurnished,2,2,Connected,1,0,0,3,1412,Delhi,Built-up Area
Delhi,Saket,Residential,6000000.00,Semi-Furnished,3,3,"Connected,Individual,Room-attached",0,0,0,2,1200,Delhi,Built-up Area
Delhi,Ignou Road,Residential,3800000.00,Unfurnished,2,2,Room-attached,0,0,0,1,800,Delhi,Built-up Area
Delhi,Bhagwati Garden,Residential,3300000.00,Furnished,2,2,Individual,0,0,0,1,540,Delhi,Carpet Area
Delhi,Masoodpur,Residential,40000000.00,Semi-Furnished,4,4,Connected,0,0,0,4,4500,Delhi,Built-up Area
Delhi,"Sector 9, Dwarka",Residential,26500000.00,Semi-Furnished,3,3,"Individual,Room-attached",0,0,0,1,1600,Delhi,Built-up Area
Delhi,Vasant Kunj,Residential,28500000.00,Semi-Furnished,3,3,Room-attached,0,0,0,1,1250,Delhi,Built-up Area
Delhi,Ip Extension,Residential,39054790.00,Semi-Furnished,3,3,Individual,0,0,0,1,1750,Delhi,Built-up Area
Delhi,Uttam Nagar,Residential,4500000.00,Semi-Furnished,2,1,Individual,0,0,0,1,720,Delhi,Built-up Area
Delhi,Mehrauli,Residential,1600000.00,Semi-Furnished,1,1,Connected,0,0,0,2,550,Delhi,Carpet Area
Delhi,Chattarpur,Residential,4900000.00,Semi-Furnished,3,3,Individual,0,0,0,2,120,Delhi,Built-up Area
Delhi,Greater Kailash I,Residential,110000000.00,Semi-Furnished,4,4,Connected,0,0,0,5,3500,Delhi,Built-up Area
Delhi,Mahavir Enclave,Residential,4500000.00,Semi-Furnished,2,2,Connected,0,0,0,2,650,Delhi,Built-up Area
Delhi,Vasant Kunj,Residential,21000000.00,Unfurnished,2,2,Connected,0,0,0,3,1411,Delhi,Built-up Area
Delhi,Neb Sarai,Residential,2051000.00,Unfurnished,1,1,Room-attached,0,0,0,1,500,Delhi,Built-up Area
Delhi,Sector 12 Dwarka,Residential,20900000.00,Furnished,3,3,"Connected,Individual,Room-attached",0,0,0,2,1900,Delhi,Built-up Area
Delhi,Sector 22 Dwarka,Residential,29900000.00,Semi-Furnished,3,3,"Individual,Room-attached",0,0,0,2,1600,Delhi,Built-up Area
Delhi,East Of Kailash,Residential,40000000.00,Furnished,3,3,Connected,0,0,0,0,1854,Delhi,Built-up Area
Delhi,"Sector 4, Dwarka",Residential,20500000.00,Furnished,3,3,Connected,0,0,0,2,2100,Delhi,Saleable Area
Delhi,Mahavir Enclave 1,Residential,7800000.00,Semi-Furnished,3,2,"Individual,Room-attached",0,0,0,2,1000,Delhi,Built-up Area
Delhi,Mayur Vihar Phase 1,Residential,5500000.00,Furnished,2,2,"Connected,Individual,Room-attached",0,0,0,1,750,Delhi,Built-up Area
Delhi,Dlf Farms,Residential,14500000.00,Semi-Furnished,3,2,Connected,0,0,0,2,1575,Delhi,Built-up Area
Delhi,Dwarka,Residential,29000000.00,Furnished,4,3,"Individual,Room-attached",0,0,0,4,2500,Delhi,Built-up Area
Delhi,New Rajinder Nagar,Residential,85000000.00,Furnished,4,4,"Connected,Individual,Room-attached",0,0,0,3,2340,Delhi,Built-up Area
Delhi,Sector 3 Dwarka,Residential,20500000.00,Furnished,4,3,"Connected,Individual,Room-attached",0,0,0,2,2400,Delhi,Saleable Area
Delhi,Mahavir Enclave,Residential,8500000.00,Furnished,3,3,"Connected,Individual,Room-attached",0,0,0,4,1200,Delhi,Built-up Area
Delhi,Greater Kailash I,Residential,50000000.00,Semi-Furnished,3,3,Individual,0,0,0,2,1800,Delhi,Built-up Area
Delhi,Sant Nagar,Residential,19500000.00,Furnished,3,1,Connected,0,0,0,2,1808,Delhi,Built-up Area
Delhi,Alaknanda,Residential,31000000.00,Furnished,4,4,Individual,0,0,0,2,1750,Delhi,Built-up Area
Delhi,Chhajjupur,Residential,35000000.00,Semi-Furnished,4,4,Connected,0,0,0,2,2250,Delhi,Built-up Area
Delhi,Ip Extension,Residential,11000000.00,Unfurnished,2,2,Individual,0,0,0,1,950,Delhi,Built-up Area
Delhi,Vasant Vihar,Residential,420000000.00,Unfurnished,6,3,Connected,1,1,1,0,3600,Delhi,Built-up Area
Delhi,Paschim Vihar,Residential,3400000.00,Unfurnished,2,2,"Connected,Individual,Room-attached",0,1,1,2,450,Delhi,Built-up Area
Delhi,Netaji Subhash Place,Commercial,0.00,Furnished,0,0,No Balcony,0,0,0,5,554,Delhi,Built-up Area
Delhi,Dwarka Mor,Residential,8900000.00,Furnished,2,3,Connected,0,0,0,0,840,Delhi,Carpet Area
Delhi,Dwarka,Residential,37500000.00,Furnished,4,4,"Connected,Individual,Room-attached",0,0,0,2,2200,Delhi,Built-up Area
Delhi,Patparganj,Residential,10500000.00,Unfurnished,2,2,Room-attached,0,0,0,1,900,Delhi,Built-up Area
Delhi,Shanti Niketan,Residential,200000000.00,Furnished,5,5,Connected,0,0,0,12,10000,Delhi,Built-up Area
Delhi,Chattarpur,Residential,4850000.00,Semi-Furnished,2,2,Room-attached,0,0,0,2,810,Delhi,Built-up Area
Delhi,Gandhi Colony,Residential,12300000.00,Furnished,2,3,Connected,0,0,0,0,1126,Delhi,Carpet Area
Delhi,Uttam Nagar,Residential,4500000.00,Furnished,3,2,"Connected,Room-attached",0,0,0,2,900,Delhi,Built-up Area
Delhi,Sector 10 Dwarka,Residential,24500000.00,Furnished,4,3,Connected,0,0,0,0,2000,Delhi,Saleable Area
Delhi,Ip Extension,Residential,10000000.00,Unfurnished,2,2,"Individual,Room-attached",0,0,0,2,1100,Delhi,Built-up Area
Delhi,Netaji Subhash Place,Commercial,0.00,Unfurnished,0,0,No Balcony,0,0,0,4,1602,Delhi,Built-up Area
Delhi,"Sector 13, Dwarka",Residential,37800000.00,Furnished,4,3,Connected,0,0,0,0,2300,Delhi,Saleable Area
Delhi,Greater Kailash,Residential,37500000.00,Unfurnished,3,3,Connected,0,0,0,2,1872,Delhi,Built-up Area
Delhi,Gulmohar Park,Residential,62500000.00,Semi-Furnished,3,4,"Connected,Individual,Room-attached",0,0,0,3,2150,Delhi,Built-up Area
Delhi,Dashrath Puri,Residential,10000000.00,Semi-Furnished,4,3,"Individual,Room-attached",0,0,0,4,1200,Delhi,Built-up Area
Delhi,Mohan Garden,Residential,4000000.00,Furnished,2,2,Room-attached,0,0,0,1,630,Delhi,Built-up Area
Delhi,Najafgarh,Residential,1425000.00,Unfurnished,2,3,Connected,0,0,0,0,513,Delhi,Plot Area
Delhi,Old Rajinder Nagar,Residential,7500000.00,Furnished,2,1,"Connected,Individual,Room-attached",0,0,0,1,950,Delhi,Built-up Area
Delhi,Paryavaran Complex,Residential,4500000.00,Unfurnished,2,2,Room-attached,0,0,0,1,800,Delhi,Built-up Area
Delhi,Mehrauli,Residential,2200000.00,Semi-Furnished,2,2,Connected,0,0,0,2,900,Delhi,Carpet Area
Delhi,Lajpat Nagar I,Residential,11000000.00,Unfurnished,2,2,Room-attached,1,0,1,1,900,Delhi,Built-up Area
Delhi,"Sector 19, Dwarka",Residential,20000000.00,Semi-Furnished,3,3,"Individual,Room-attached",0,0,0,4,1900,Delhi,Built-up Area
Delhi,Rajender Nagar,Residential,165000000.00,Semi-Furnished,5,5,"Connected,Individual,Room-attached",0,0,0,3,5940,Delhi,Built-up Area
Delhi,Chattarpur,Residential,7500000.00,Unfurnished,3,2,Room-attached,0,0,0,1,1200,Delhi,Built-up Area
Delhi,Geetanjali Enclave,Residential,55600000.00,Unfurnished,4,3,Individual,0,0,0,2,345,Delhi,Built-up Area
Delhi,Chattarpur,Residential,8000000.00,Semi-Furnished,3,3,Room-attached,0,0,0,2,1260,Delhi,Built-up Area
Delhi,Chittaranjan Park,Residential,33500000.00,Semi-Furnished,3,3,Connected,0,0,0,2,1440,Delhi,Built-up Area
Delhi,Uttam Nagar,Residential,4200000.00,Furnished,2,2,Room-attached,0,0,0,2,720,Delhi,Built-up Area
Delhi,Netaji Subhash Place,Commercial,0.00,Furnished,0,0,No Balcony,0,0,0,0,635,Delhi,Built-up Area
Delhi,Manglapuri,Residential,8500000.00,Unfurnished,3,2,Room-attached,0,0,0,1,1100,Delhi,Built-up Area
Delhi,Janakpuri,Residential,70000000.00,Semi-Furnished,4,4,Connected,0,0,0,3,2950,Delhi,Built-up Area
Delhi,Kalu Sarai,Residential,4200000.00,Unfurnished,2,2,"Connected,Room-attached",0,0,0,1,900,Delhi,Built-up Area
Delhi,Najafgarh,Residential,1496000.00,Unfurnished,2,3,Connected,0,0,0,0,792,Delhi,Plot Area
Delhi,Uttam Nagar West,Residential,4800000.00,Furnished,3,2,Connected,0,0,0,1,675,Delhi,Built-up Area
Delhi,New Rajinder Nagar,Residential,30000000.00,Semi-Furnished,3,3,"Connected,Individual,Room-attached",0,0,0,3,1152,Delhi,Built-up Area
Delhi,Uttam Nagar,Residential,5300000.00,Furnished,3,1,"Connected,Individual,Room-attached",0,0,0,1,810,Delhi,Built-up Area
Delhi,Madhu Vihar,Residential,3500000.00,Unfurnished,2,2,Room-attached,0,0,0,1,750,Delhi,Built-up Area
Delhi,Chattarpur,Residential,7500000.00,Furnished,3,3,Connected,0,0,0,1,1100,Delhi,Built-up Area
Delhi,Malviya Nagar,Residential,4000000.00,Unfurnished,2,2,Connected,0,0,0,1,632,Delhi,Built-up Area
Delhi,Ip Extension,Residential,12800000.00,Unfurnished,3,3,Room-attached,0,0,0,1,1350,Delhi,Built-up Area
Delhi,Dlf Farms,Residential,7500000.00,Semi-Furnished,2,2,Individual,0,0,0,2,800,Delhi,Built-up Area
Delhi,East Of Kailash,Residential,40000000.00,Furnished,3,3,Connected,0,0,0,0,1935,Delhi,Built-up Area
Delhi,South Extension ii,Residential,45000000.00,Semi-Furnished,3,4,"Connected,Room-attached",0,0,0,8,2250,Delhi,Built-up Area
Delhi,Greater Kailash ii,Residential,78000000.00,Semi-Furnished,4,5,Individual,0,0,0,2,2700,Delhi,Built-up Area
Delhi,Patparganj,Residential,16000000.00,Unfurnished,3,3,Room-attached,0,0,0,1,1250,Delhi,Built-up Area
Delhi,Janakpuri,Residential,25000000.00,Unfurnished,3,3,Room-attached,0,0,0,3,1350,Delhi,Built-up Area
Delhi,Lajpat Nagar ii,Residential,9200000.00,Semi-Furnished,2,2,Individual,0,0,0,2,900,Delhi,Built-up Area
Delhi,Najafgarh,Residential,609000.00,Unfurnished,2,3,Connected,0,0,0,0,261,Delhi,Plot Area
Delhi,New Ashok Nagar,Residential,3300000.00,Furnished,2,1,Connected,0,0,0,2,537,Delhi,Built-up Area
Delhi,Lajpat Nagar 4,Residential,49000000.00,Furnished,3,3,Connected,0,0,0,0,200,Delhi,Built-up Area
Delhi,Rohini Sector 25,Residential,9400000.00,Semi-Furnished,3,2,Individual,0,0,0,2,900,Delhi,Built-up Area
Delhi,Najafgarh,Residential,1100000.00,Unfurnished,2,3,Connected,0,0,0,0,396,Delhi,Plot Area
Delhi,Ashram,Residential,39054790.00,Unfurnished,2,2,Connected,0,0,0,1,600,Delhi,Built-up Area
Delhi,East Of Kailash,Residential,40000000.00,Furnished,3,3,Connected,0,0,0,0,1980,Delhi,Built-up Area
Delhi,Dabri,Residential,7800000.00,Semi-Furnished,2,2,"Individual,Room-attached",0,0,0,2,1000,Delhi,Built-up Area
Delhi,New Ashok Nagar,Residential,39054790.00,Semi-Furnished,2,2,"Connected,Room-attached",0,0,0,2,900,Delhi,Built-up Area
Delhi,"Sector 19, Dwarka",Residential,12500000.00,Semi-Furnished,2,2,"Individual,Room-attached",0,0,0,2,800,Delhi,Built-up Area
Delhi,Sector 12 Dwarka,Residential,24700000.00,Furnished,2,3,Connected,0,0,0,2,1800,Delhi,Saleable Area
Delhi,Ankur Vihar,Residential,1250000.00,Semi-Furnished,1,1,"Connected,Room-attached",0,0,0,1,360,Delhi,Built-up Area
Delhi,Neb Sarai,Residential,1025000.00,Unfurnished,1,1,Individual,0,0,0,1,375,Delhi,Built-up Area
Delhi,Ip Extension,Residential,11000000.00,Unfurnished,2,2,Individual,0,0,0,1,1000,Delhi,Built-up Area
Delhi,Sultanpur,Residential,6500000.00,Semi-Furnished,2,2,Room-attached,0,0,0,1,950,Delhi,Built-up Area
Delhi,New Ashok Nagar,Residential,39054790.00,Unfurnished,2,1,Connected,0,0,1,2,450,Delhi,Built-up Area
Delhi,Mahavir Enclave,Residential,8500000.00,Semi-Furnished,3,3,"Connected,Room-attached",0,0,0,2,1000,Delhi,Built-up Area
Delhi,"Sector 6, Dwarka",Residential,24500000.00,Furnished,3,3,"Connected,Individual,Room-attached",0,0,0,2,1850,Delhi,Built-up Area
Delhi,Dwarka,Residential,39054790.00,Furnished,4,3,Connected,0,0,0,2,1800,Delhi,Built-up Area
Delhi,Rohini Sector 10,Commercial,0.00,Furnished,0,0,Individual,0,0,0,3,1191,Delhi,Built-up Area
Delhi,Gandhi Colony,Residential,6501000.00,Furnished,2,3,Connected,0,0,0,0,681,Delhi,Carpet Area
Delhi,Uttam Nagar,Residential,6200000.00,Furnished,3,2,"Connected,Room-attached",0,0,0,1,900,Delhi,Built-up Area
Delhi,South Extension ii,Residential,25000000.00,Semi-Furnished,3,3,Connected,0,0,0,2,1400,Delhi,Built-up Area
Delhi,Dashrath Puri,Residential,16100000.00,Unfurnished,2,3,Connected,0,0,0,0,810,Delhi,Plot Area
Delhi,Lajpat Nagar I,Residential,15000000.00,Unfurnished,2,2,Room-attached,1,0,1,2,900,Delhi,Built-up Area
Delhi,Najafgarh,Residential,875000.00,Unfurnished,2,3,Connected,0,0,0,0,315,Delhi,Plot Area
Delhi,Rohini Sector 10,Commercial,0.00,Furnished,0,0,No Balcony,0,0,0,3,2503,Delhi,Built-up Area
Delhi,Sector 10 Dwarka,Residential,25000000.00,Furnished,4,3,Connected,0,0,0,0,1250,Delhi,Built-up Area
Delhi,Uttam Nagar,Residential,2800000.00,Unfurnished,2,1,Connected,0,0,0,0,720,Delhi,Built-up Area
Delhi,Rohini Sector 25,Residential,5600000.00,Semi-Furnished,2,2,Individual,0,0,0,2,750,Delhi,Built-up Area
Delhi,East Of Kailash,Residential,62000000.00,Semi-Furnished,3,3,Room-attached,0,0,0,2,1960,Delhi,Built-up Area
Delhi,Janakpuri,Residential,39054790.00,Semi-Furnished,4,4,Connected,0,0,0,3,3600,Delhi,Built-up Area
Delhi,Nawada,Residential,5200000.00,Unfurnished,3,4,Connected,0,0,0,1,468,Delhi,Built-up Area
Delhi,Ankur Vihar,Residential,1100000.00,Semi-Furnished,1,1,Individual,0,0,0,1,350,Delhi,Built-up Area
Delhi,"Sector 19, Dwarka",Residential,28200000.00,Furnished,3,3,"Connected,Individual,Room-attached",0,0,0,2,2100,Delhi,Built-up Area
Delhi,New Rajinder Nagar,Residential,39054790.00,Semi-Furnished,4,4,Connected,0,0,0,4,3600,Delhi,Built-up Area
Delhi,Paryavaran Complex,Residential,2900000.00,Unfurnished,2,2,Room-attached,0,0,1,1,800,Delhi,Built-up Area
Delhi,Ip Extension,Residential,39054790.00,Unfurnished,2,1,Individual,0,0,0,1,950,Delhi,Built-up Area
Delhi,Ghitorni,Residential,5100000.00,Unfurnished,2,2,Individual,0,0,0,1,9000,Delhi,Built-up Area
Delhi,Rajpur Khurd Extension,Residential,8000000.00,Semi-Furnished,3,2,Connected,0,0,0,2,1400,Delhi,Built-up Area
Delhi,Vasant Kunj,Residential,39054790.00,Unfurnished,2,2,Connected,1,0,0,3,1410,Delhi,Built-up Area
Delhi,New Rajinder Nagar,Residential,39054790.00,Semi-Furnished,3,3,"Connected,Individual,Room-attached",0,0,0,3,1152,Delhi,Built-up Area
Delhi,Uttam Nagar,Residential,39054790.00,Unfurnished,2,2,Connected,0,0,0,1,620,Delhi,Built-up Area
Delhi,Ip Extension,Residential,11500000.00,Semi-Furnished,2,2,"Individual,Room-attached",0,0,0,1,1100,Delhi,Built-up Area
Delhi,Neb Sarai,Residential,1851000.00,Unfurnished,1,1,Individual,0,0,0,1,650,Delhi,Built-up Area
Delhi,Uttam Nagar,Residential,26800000.00,Furnished,4,3,Connected,0,0,0,0,2000,Delhi,Saleable Area
Delhi,Pitampura,Residential,16000000.00,Semi-Furnished,3,2,"Connected,Individual,Room-attached",0,0,0,2,900,Delhi,Built-up Area
Delhi,Rajpur Khurd Extension,Residential,7500000.00,Semi-Furnished,3,3,Connected,0,0,0,2,1400,Delhi,Carpet Area
Delhi,New Friends Colony,Residential,85000000.00,Furnished,4,3,Connected,0,0,0,0,4500,Delhi,Built-up Area
Delhi,Vasant Kunj,Residential,17000000.00,Semi-Furnished,3,2,Connected,0,0,0,2,1700,Delhi,Built-up Area
Delhi,Paschim Vihar,Residential,25000000.00,Semi-Furnished,3,3,Connected,0,0,0,2,1500,Delhi,Saleable Area
Delhi,New Ashok Nagar,Residential,3300000.00,Furnished,2,1,Connected,0,0,0,2,539,Delhi,Built-up Area
Delhi,Shastri Nagar,Residential,3000000.00,Furnished,2,1,"Connected,Individual,Room-attached",0,0,0,1,500,Delhi,Built-up Area
Delhi,Aerocity,Residential,4500000.00,Semi-Furnished,2,2,"Individual,Room-attached",0,0,0,1,600,Delhi,Built-up Area
Delhi,Mahavir Enclave,Residential,1800000.00,Semi-Furnished,1,1,Connected,0,0,0,2,300,Delhi,Built-up Area
Delhi,Ip Extension,Residential,11500000.00,Unfurnished,2,2,Individual,0,0,0,0,1000,Delhi,Built-up Area
Delhi,Ip Extension,Residential,14500000.00,Semi-Furnished,3,2,Individual,0,0,0,1,1250,Delhi,Built-up Area
Delhi,Ip Extension,Residential,39054790.00,Semi-Furnished,3,2,Individual,0,0,0,1,1250,Delhi,Built-up Area
Delhi,Paschim Vihar,Residential,23000000.00,Semi-Furnished,3,3,Connected,0,0,0,2,1800,Delhi,Saleable Area
Delhi,Vasant Kunj,Residential,21000000.00,Unfurnished,2,2,Connected,0,0,0,3,1409,Delhi,Built-up Area
Delhi,Ashok Nagar,Residential,9000000.00,Semi-Furnished,2,2,Room-attached,0,0,0,1,900,Delhi,Built-up Area
Delhi,Pitampura,Residential,16500000.00,Unfurnished,3,2,Individual,0,0,0,1,1000,Delhi,Built-up Area
Delhi,Amar Colony,Residential,13500000.00,Semi-Furnished,2,2,Connected,0,0,0,1,850,Delhi,Saleable Area
Delhi,Lajpat Nagar ii,Residential,9500000.00,Furnished,2,2,Connected,0,0,0,2,900,Delhi,Built-up Area
Delhi,Mahavir Enclave 1,Residential,8500000.00,Semi-Furnished,2,2,"Individual,Room-attached",0,0,0,2,1200,Delhi,Built-up Area
Delhi,Shastri Nagar,Residential,3500000.00,Furnished,2,2,"Connected,Individual,Room-attached",0,0,0,1,500,Delhi,Built-up Area
Delhi,Vasant Kunj,Residential,39054790.00,Semi-Furnished,6,6,Connected,0,0,0,4,4000,Delhi,Built-up Area
Delhi,Chattarpur,Residential,4000000.00,Semi-Furnished,2,1,Connected,0,0,0,0,880,Delhi,Built-up Area
Delhi,Greater Kailash I,Residential,52000000.00,Semi-Furnished,3,3,Room-attached,0,0,0,2,1800,Delhi,Built-up Area
Delhi,Madhu Vihar,Residential,3300000.00,Unfurnished,2,2,Individual,0,0,0,1,750,Delhi,Built-up Area
Delhi,Safdarjung Development Area,Residential,30500000.00,Semi-Furnished,3,3,Connected,0,0,0,2,1300,Delhi,Built-up Area
Delhi,Janakpuri,Residential,16500000.00,Unfurnished,3,3,Room-attached,0,0,0,2,1050,Delhi,Built-up Area
Delhi,New Ashok Nagar,Residential,3300000.00,Furnished,2,1,Connected,0,0,0,2,534,Delhi,Built-up Area
Delhi,Lajpat Nagar,Residential,18500000.00,Unfurnished,2,2,"Connected,Individual,Room-attached",0,1,1,2,900,Delhi,Built-up Area
Delhi,Uttam Nagar,Residential,3000000.00,Furnished,1,1,Connected,0,0,0,0,495,Delhi,Built-up Area
Delhi,Nawada,Residential,5000000.00,Unfurnished,3,2,"Connected,Individual",0,0,0,1,360,Delhi,Built-up Area
Delhi,Ankur Vihar,Residential,1225000.00,Semi-Furnished,1,1,Room-attached,0,0,0,1,360,Delhi,Built-up Area
Delhi,East Of Kailash,Residential,40000000.00,Furnished,3,3,Connected,0,0,0,0,1863,Delhi,Built-up Area
Delhi,Uttam Nagar,Residential,25800000.00,Furnished,4,3,Connected,0,0,0,0,2000,Delhi,Saleable Area
Delhi,Ignou Road,Residential,3925000.00,Unfurnished,2,2,Room-attached,0,0,0,1,800,Delhi,Built-up Area
Delhi,Greater Kailash ii,Residential,75000000.00,Unfurnished,4,4,Room-attached,0,0,0,4,2700,Delhi,Built-up Area
Delhi,Uttam Nagar,Residential,6000000.00,Furnished,3,2,Connected,0,0,0,2,810,Delhi,Built-up Area
Delhi,Najafgarh,Residential,1276000.00,Unfurnished,2,3,Connected,0,0,0,0,522,Delhi,Plot Area
Delhi,Hari Nagar,Residential,9500000.00,Unfurnished,3,2,"Individual,Room-attached",0,0,0,1,990,Delhi,Built-up Area
Delhi,Vasant Kunj,Residential,21000000.00,Unfurnished,2,3,Connected,0,0,1,2,1400,Delhi,Built-up Area
Delhi,Kalkaji,Residential,41500000.00,Semi-Furnished,4,3,Connected,0,0,0,2,2700,Delhi,Built-up Area
Delhi,Saket,Residential,5500000.00,Unfurnished,2,2,"Connected,Room-attached",0,0,0,3,850,Delhi,Built-up Area
Delhi,Uttam Nagar,Residential,2100000.00,Furnished,1,3,Connected,0,0,0,0,360,Delhi,Built-up Area
Delhi,Nawada,Residential,3300000.00,Unfurnished,2,2,"Individual,Room-attached",0,0,0,0,360,Delhi,Built-up Area
Delhi,Ip Extension,Residential,14500000.00,Furnished,2,2,Connected,0,0,0,2,1100,Delhi,Built-up Area
Delhi,Sector 23 Dwarka,Residential,23000000.00,Furnished,3,3,Connected,0,0,0,0,1800,Delhi,Saleable Area
Delhi,Lajpat Nagar ii,Residential,11000000.00,Semi-Furnished,2,2,Individual,0,0,0,1,900,Delhi,Built-up Area
Delhi,Patparganj,Residential,10500000.00,Unfurnished,2,2,Connected,0,0,0,2,850,Delhi,Built-up Area
Delhi,Sector 12 Dwarka,Residential,14500000.00,Furnished,2,2,"Connected,Individual,Room-attached",0,0,0,2,900,Delhi,Saleable Area
Delhi,New Ashok Nagar,Residential,3300000.00,Furnished,2,1,Connected,0,0,0,2,531,Delhi,Built-up Area
Delhi,Malviya Nagar,Residential,4000000.00,Unfurnished,1,2,Connected,0,0,0,1,614,Delhi,Built-up Area
Delhi,Igi Airport Area,Residential,3400000.00,Semi-Furnished,2,2,"Individual,Room-attached",0,0,0,2,600,Delhi,Built-up Area
Delhi,Greater Kailash I,Residential,128000000.00,Semi-Furnished,4,5,Individual,0,0,0,3,4456,Delhi,Saleable Area
